geneID,symbol,degree
116554,Mapk8,300
116555,Nup107,25
116556,Gucy2f,17
116557,Foxj1,90
116558,Il9,29
116560,Kcnj9,5
116561,Cltb,72
116562,Il2,136
116563,Ap2m1,184
116564,Npr2,13
116565,Lrpap1,66
116568,Ggt1,11
116569,Lct,13
116589,Serpinb5,45
116590,Mapk1,586
116591,Fcgr2a,31
116592,Tff2,15
116593,Upb1,2
116595,Nrxn2,70
116596,Map3k8,37
116597,Opcml,2
116598,Pdia4,28
116599,Blvra,2
116600,Cacnb2,28
116601,Atp2a1,29
116621582,Derpc,4
116630,Csf2,81
116631,Nat1,8
116632,Nat2,10
116633,Akap8,27
116635,Scg3,6
116636,Eif4ebp1,51
116637,Ccl4,60
116638,Slc17a7,108
116639,Cux1,26
116640,Tnc,271
116641,Lgals8,1
116642,Slc28a1,2
116643,Vcp,214
116644,Rtn1,18
116645,Plaa,65
116646,Tpt1,23
116647,Nlgn1,112
116648,Phox2a,16
116649,Kcnj4,17
116650,Srp54a,4
116651,E2f5,17
116653,Cap2,55
116654,Exoc4,81
116655,Hnrnpm,186
116656,Cdc123,23
116657,Cplx2,61
116658,Cntn4,17
116659,Dync1i2,81
116660,Ptprn,10
116662,Ecm1,84
116663,Dusp6,16
116664,Atp6v1f,14
116665,Rere,9
116666,Lman1,148
116667,Map3k1,79
116668,Myt1l,4
116669,Vwf,123
116670,Ppp1r12a,176
116671,Cdk5r1,100
116673,Sdc3,16
116674,Jdp2,5
116675,Pgap2,11
116676,Aldh1a2,26
116677,F2rl1,61
116679,Cgrrf1,4
116680,Ptpru,15
116681,Dlgap2,29
116682,Kynu,9
116683,Efna5,17
116685,Lmnb1,292
116686,Gsr,118
116687,Dnase1l3,2
116689,Ptpn6,192
116690,Nfasc,60
116691,Cyth1,15
116692,Cyth2,25
116693,Cyth3,20
116694,Capn9,2
116695,Kcnd1,3
116696,St8sia4,3
116697,Pabpn1,52
116698,Trim28,66
116699,Inpp4b,3
116700,Cga,9
116711,Ceacam9,3
116717,Trip10,13
116718,Pex12,99
116719,Acacb,46
116720,Pik3c2g,6
116721,Abcc5,18
116722,Psmd10,37
116723,Pip4k2a,10
116724,Epb41l3,66
116725,Ube2n,114
116726,Slc7a9,3
116727,Gp1bb,5
116728,Septin5,74
116741,Pcdha4,80
116742,Pcdha13,67
116743,Sh3gl2,63
116744,Lpar1,95
116745,Kcnh6,12
116777,Cdh3,54
116778,Pcdha10,80
116779,Pcdha12,80
116780,Pcdha3,80
116781,Pcdha8,76
116782,Pcdhgc3,80
116808,Pcdh12,28
116831,Fxyd3,7
116839,Rims2,185
116967,Magt1,3
116996,Il16,36
117016,Mark1,37
117017,Polr2g,29
117018,Kcnh2,35
117019,Eif2b4,12
117020,Mcf2l,1
117021,Nup155,5
117022,Il1r2,22
117023,Kcns1,14
117024,Crym,4
117026,Apbb3,5
117027,Ccr3,28
117028,Bin1,50
117029,Ccr5,91
117030,Erp29,18
117033,Mmp12,35
117034,Ptf1a,10
117035,Slc25a20,119
117036,Lamc1,247
117037,Spam1,11
117038,Mt3,16
117039,Gps1,37
117041,Nln,3
117042,Rpl6,108
117043,Rragb,32
117044,Rraga,34
117045,Eif4e,98
117048,Cdh17,7
117049,Rab28,71
117050,Arl5a,2
117051,Arfrp1,5
117052,Kcnj12,29
117053,Rps15a,81
117054,Cd52,2
117055,Gjb4,2
117056,H3f3b,105
117057,Myo1b,47
117058,Pou2f2,17
117059,Calb2,56
117060,Ubr5,65
117061,Mmp10,10
117062,Hmga1,140
117063,Ptpn2,30
117064,Vip,39
117087,Stim2,9
117089,Bex3,5
117092,Serpinb7,2
117095,Bhlhe41,12
117096,Nlgn2,101
117097,Gpr50,2
117098,Pdha2,9
117099,Bdh1,9
117100,Slc6a7,1
117101,Kcnc3,15
117103,Rab8a,270
117104,Ppp2r2a,59
117105,Kcnb2,15
117106,Scarb2,12
117107,Zbtb7a,7
117108,B3gat1,3
117140,Hivep1,24
117152,Cand1,12
117180,Csde1,102
117182,Hsd17b3,17
117183,Rgcc,17
117184,Ctrl,2
117185,Neu3,5
117186,Sh3bp5,2
117232,Barhl1,2
117240,Heph,17
117241,Pop5,9
117242,Tenm2,4
117243,Acsl6,48
117249,Dnah3,11
117250,Dnah6,15
117251,Dnah9,19
117252,Dnah10,11
117253,Dnah11,75
117254,Prdx1,156
117255,Ptpn12,8
117256,Ppp2r2c,5
117258,Cntn1,19
117259,Tra2b,135
117260,Nudt1,9
117261,Slc15a1,61
117262,Psmc4,43
117263,Psmc1,45
117264,P2ry6,23
117265,Pex6,62
117268,Khdrbs1,68
117269,Rps6ka2,59
117270,Tff1,10
117271,Hrk,19
117272,Prpsap2,12
117273,Rhoa,397
117274,Nr0b2,57
117275,Chrd,13
117276,Pfkfb3,13
117277,Epn1,97
117278,Ebp,18
117279,Cflar,168
117280,Hnrnpu,247
117281,Ppp2r1a,74
117282,Hnrnpk,356
117284,Lrrc7,47
117287,Park7,74
117505,Csrp3,15
117512,C9,46
117513,Sec22a,1
117514,Txnip,55
117515,Septin2,151
117516,Tnfsf11,117
117517,C7,22
117518,Ccl17,35
117519,Keap1,74
117520,Oxr1,97
117522,Xpnpep2,28
117523,St8sia2,9
117524,Ccnf,82
117526,Tbp,200
117533,Gmpr,1
117535,Chd4,127
117536,Nsmf,41
117537,Klhl41,11
117538,Wipf1,13
117539,Il10ra,9
117540,Plscr1,24
117541,Smu1,32
117542,Baiap2,56
117543,Decr1,2
117544,Ppat,9
117547,Ncr1,30
117548,Kif1b,109
117549,Gpr37,104
117550,Kif5b,130
117551,Ccl22,31
117552,Ptpn23,17
117553,Uba3,5
117554,Pnliprp2,13
117556,Sv2b,106
117557,Tpm3,84
117558,Mylk2,12
117559,Sv2a,130
117560,Klf9,23
117596,Atp6v1b2,48
117855,Sf1,71
117955,Slc4a7,28
120093056,Rpl37,1
120093065,Hbb-b2,5
120093077,Cyp2c6v1l1,2
120093082,Prh1,1
120093083,Cbr1l1,27
120093085,Cd36l2,3
120093086,LOC120093086,4
120093118,LOC120093118,9
120093505,LOC120093505,7
120093683,Cyp11b2l1,1
120093758,Onecut3,2
120094107,Pate4b,5
120094364,Pate14l3,2
120094443,Snord34,2
120094592,Enosf1,5
120095400,Snord60,2
120096281,LOC120096281,2
120097335,Hmgn5b,2
120097377,Defb105a,41
120097389,Vps51,36
120097516,Defb34,1
120097802,LOC120097802,105
120098113,Carmn,6
120098165,Pcdhac1,67
120098222,Potef-ps1,75
120099267,LOC120099267,2
120099577,Sry3,6
120099582,Sry3C,6
120099633,Sry3B1,6
120099768,LOC120099768,1
120099865,Atp5mpl-ps1,18
120099911,Atp5mj-ps1,18
120100338,Snord33,2
120100348,Snord35a,2
120100609,LOC120100609,3
120100673,Gcnt4,6
120100913,Ubl4b,67
120101889,Set,27
120102182,Prp25,1
120766154,Gzmbl3,4
120893167,LOC120893167,2
122772,Rps20,110
122799,Rps25,133
124323,Rps23,136
124440,Rpl41,63
124451,Lhx5,4
124461,Pacsin2,221
134478834,LOC134478834,1
134478986,LOC134478986,5
134479162,LOC134479162,1
134479640,LOC134479640,4
134479803,LOC134479803,1
134480016,LOC134480016,11
134480322,LOC134480322,4
134480324,LOC134480324,4
134481033,LOC134481033,3
134481532,LOC134481532,3
134481969,LOC134481969,10
134481973,LOC134481973,60
134482030,LOC134482030,1
134482878,LOC134482878,8
134484027,LOC134484027,2
134484828,Aldh1a7,10
134484882,LOC134484882,6
134485935,Hrnr,130
134486712,LOC134486712,10
134486952,Gapdh-ps119,13
140433,Lama5,206
140447,Slc8a2,13
140448,Slc8a3,88
140473,Ackr2,6
140544,Pcyt1a,7
140581,Patj,21
140583,Chek1,184
140584,Wnt11,52
140585,Ryk,6
140586,Sox9,225
140587,Sox5,22
140588,Gli3,106
140589,Gli1,65
140590,Bmpr2,124
140591,Ppfia3,13
140592,Ppfia4,18
140593,Siah2,123
140594,Sytl4,26
140595,Gpr83,27
140607,Pip4k2c,68
140608,Atp5me,19
140610,Brinp1,2
140635,Flt3,34
140638,Apoa5,90
140639,Nploc4,91
140654,Rps3,172
140655,Rps16,83
140656,A1bg,95
140657,Faf1,32
140661,Rplp1,88
140662,Rplp2,229
140665,Rab3d,27
140666,Rcan2,23
140667,Ap3m2,27
140668,Abcc3,29
140669,Abcb6,2
140670,Ap2b1,162
140671,Phkg2,42
140673,Napa,138
140674,Gabrg1,10
140675,Gabra4,21
140694,Dnm1,207
140720,Baalc,2
140722,Caskin1,3
140724,Cacng3,36
140725,Cacng4,37
140726,Cacng5,14
140727,Cacng6,8
140728,Cacng7,14
140729,Cacng8,24
140734,Dynll2,17
140808,Manea,14
140860,Slco2b1,17
140866,Dgka,7
140868,Fabp5,26
140898,Arhgef5,32
140908,Cdk5,180
140914,Olr1,106
140915,Slco3a1,2
140923,Bnip3l,187
140924,Il2rg,29
140925,As3mt,1
140926,Daxx,91
140928,Pde11a,18
140929,Pde7b,16
140930,Faim,3
140931,Hnrnph1,167
140932,Bnip1,14
140933,Trpc5,53
140934,Elp1,7
140935,Afap1,5
140936,Rcvrn,24
140937,Higd1a,3
140938,Psmc3ip,7
140939,Trim63,54
140940,Arf3,55
140941,Siah1,176
140942,Ddit4,32
140944,Slc28a3,2
140945,Rtn3,54
140946,Paics,140
154516,Ugt1a7c,67
154968,Oga,5
154985,Cyp26a1,16
155012,Cfh,98
155140,Il23a,39
155151,Coro1a,106
155173,Sdf4,6
155183,Skap2,8
155192,Abcg8,26
155205,Slc36a1,6
155268,Cldn16,24
155423,Anxa7,43
155430,Hey2,34
155437,Hey1,43
155812,Trim9,28
155918,Lcp2,48
156117,Casp12,37
156275,Ggt7,2
156435,Tmprss2,11
156726,Runx3,43
156767,Tnfrsf1b,64
156826,Eya2,5
156873,Kcnk15,1
157074,Sdha,30
161452,Lef1,151
161475,Psmd9,8
161476,Hspb2,8
161477,Rps13,111
170465,Acaa2,22
170496,Lcn2,72
170501,Galnt10,3
170509,Cyp3a62,38
170512,Ifi27,4
170520,Cygb,2
170538,Prkcd,215
170546,Ryr3,24
170566,Slc16a10,3
170567,Slc38a1,9
170568,Dmbt1,1
170570,Acot12,6
170577,Mark3,64
170578,Asz1,4
170579,Fgf22,3
170580,Fgf21,31
170582,Fgf19,26
170583,Fgf23,17
170587,Cs,116
170588,Acot8,82
170630,Fgf12,12
170632,Fgf11,5
170633,Fgf3,24
170634,Tas1r3,10
170635,Dhrs9,16
170641,Adgrl3,49
170667,Atp6v0c,20
170670,Hadha,107
170671,Lhx3,27
170672,Nphs2,13
170673,Palm,60
170698,Slco1a4,32
170699,Atp2c1,104
170700,Fgf6,25
170704,Hrh4,2
170714,Dynlrb1,11
170724,Anp32b,99
170739,Kcnh7,12
170751,Xpnpep1,14
170796,Grin3b,7
170808,Capn8,3
170816,Olr59,3
170818,Icmt,9
170819,Il24,7
170820,Prdm4,5
170821,Atxn10,83
170824,Steap3,26
170837,Snrk,1
170840,Slc40a1,33
170841,Mutyh,2
170842,Tob1,5
170843,Khdrbs2,37
170844,Taf2,21
170845,Ndel1,119
170847,Kcnj15,2
170848,Kcnq2,25
170851,Map2k1,119
170895,Cetn3,20
170896,Ucn2,9
170897,Sphk1,32
170899,Kcnk2,16
170900,Rbm14,33
170901,Efna3,14
170902,Zfp347,1
170904,Stk17b,2
170905,Lfng,76
170906,Zdhhc7,26
170907,Serinc5,6
170908,Tesk2,1
170909,Erg,39
170910,Mtdh,96
170911,Pik3ca,111
170912,A1cf,8
170913,Abcb1a,65
170915,Ep300,261
170916,Lonp1,90
170917,Cry2,45
170920,Map4k3,5
170921,Itga2,183
170922,Ilk,128
170923,Rap2b,25
170924,Abcc4,33
170925,Slco6b1,1
170926,Cysltr2,2
170927,Clcc1,1
170928,Necab2,41
170929,Bcl2a1,18
170933,Syf2,85
170944,Dkc1,45
170945,Chrna2,22
170946,Marf1,53
170956,Ythdc1,21
171009,Actn3,73
171011,Kcng3,4
171015,Cyb5r4,4
171016,Hrg,12
171018,Zfp384,1
171026,Akap5,102
171027,Svs5,1
171028,Atp12a,22
171039,Rph3a,79
171040,Il11,22
171041,Klc1,44
171043,Fbxo32,128
171044,Sstr3,57
171045,Mmp3,143
171046,Tcf3,159
171047,Dnph1,132
171048,Tspan8,16
171049,Folr1,59
171050,Mob4,8
171051,Cabp1,31
171052,Mmp13,69
171053,Pank4,35
171054,Ccr4,30
171055,Cd79b,12
171056,Cx3cr1,29
171058,Rab3c,35
171059,Wfdc18,15
171060,Il13ra2,9
171061,Mrpl17,70
171062,Nkg7,1
171063,Gtf3c1,20
171068,Pou2f1,120
171069,Atp5mk,18
171070,Ptpn21,36
171071,Ppp1r15a,23
171072,Sult1c2,5
171073,Hdgfl2,2
171075,Fcer2,24
171078,Mlxipl,70
171079,B3galt4,2
171080,Slc17a1,32
171081,Csf2rb,2
171082,Atp5mc2,6
171084,Nat8b,5
171085,Pcsk4,11
171086,Trak2,18
171087,Mpc1,3
171088,Inpp5j,6
171090,Giot1,2
171091,Zbp1,17
171092,G3bp1,22
171093,Shank2,107
171097,Adap1,10
171099,Rasd2,7
171100,Angptl2,2
171101,Grp,5
171102,Cdc25a,18
171103,Cdc25b,10
171104,Gper1,35
171105,Lnpep,55
171106,Il1rl2,6
171107,Arr3,45
171108,P2ry14,1
171109,Dusp5,30
171111,Rab26,1
171114,Ndrg2,124
171115,Pde5a,41
171116,Opa1,65
171118,Ces2c,18
171119,Dscam,3
171120,Jmjd1c,51
171121,Ppp6c,25
171122,Rab29,16
171123,Rph3al,5
171124,Mms19,37
171125,Ptprh,5
171126,Ap3m1,22
171128,Gchfr,1
171129,Uggt1,26
171131,Chrnb3,17
171133,Gcsh,32
171135,Slc31a1,10
171136,Cblb,25
171137,Khsrp,17
171138,Kcne2,67
171139,Timm9,16
171140,Camk2g,166
171142,Ehhadh,80
171143,Trpm4,19
171145,Eif2b3,10
171146,Kcnh5,5
171147,Slc2a13,5
171148,Slc6a5,12
171149,Serpini2,18
171150,Cdk7,48
171152,Taf9b,1
171154,Serpina10,4
171155,Hadhb,149
171158,Gpha2,69
171159,Zhx1,9
171160,Hopx,14
171162,Reg3a,4
171163,Slc6a13,2
171164,Gbp2,20
171178,Adh7,6
171179,Glyatl2,1
171287,Epha7,18
171290,Gzmc,1
171291,Kif6,8
171293,Ctsd,185
171296,Myo9a,7
171297,Nlgn3,27
171299,Foxd1,14
171302,Foxe3,8
171304,Kif11,81
171305,Clk3,3
171329,Usp15,15
171333,Il12rb1,17
171334,Il12rb2,17
171335,Cox8a,14
171337,Rap1b,125
171339,Dnah1,11
171341,Mgst1,65
171347,Mat2a,53
171350,Pabpc1,343
171351,Tcra-v22.1,1
171352,Cyp3a9,12
171355,Pou4f2,35
171356,Foxc2,42
171357,Ptprg,48
171358,Camk1g,2
171360,Vsx2,17
171361,Eef1a1,239
171362,Eif4g2-ps1,1
171365,Snrpb,161
171366,Ppp4c,36
171369,Cd40,195
171371,Xcl1,26
171373,Slc12a5,27
171374,Atp5f1b,229
171375,Atp5pb,134
171378,Ppp3cc,25
171379,Smarca4,206
171381,Psd,8
171384,Trpm8,19
171385,Acmsd,9
171387,Rnf39,16
171390,Nlrp6,6
171393,Clstn3,47
171394,Clstn2,47
171396,Sulf1,3
171400,Elovl5,24
171402,Elovl6,18
171406,Prl8a9,16
171407,Gprasp1,5
171408,Dcxr,99
171409,Tnnt1,11
171410,Acsbg1,5
171411,Tmem176b,1
171412,Defb22,41
171415,Atg3,30
171433,Micu2,15
171434,Phldb1,4
171435,Aagab,10
171437,Dnttip1,2
171438,Crtac1,1
171440,Abtb2,1
171441,Yif1a,20
171442,Svop,2
171444,Pacs1,5
171445,Akr7a2,9
171447,Adgrl2,144
171451,Mtarc2,4
171452,Rab3il1,184
171454,Nacc1,3
171455,Exoc2,16
171457,Cep170,25
171458,Ipmk,4
171460,Hspbap1,3
171485,Cd99l2,2
171492,Map3k2,60
171494,Ap1g1,40
171496,Atp2c2,10
171497,Sgk2,5
171498,Sgk3,5
171499,Crlf2,3
171500,Stau2,39
171501,Rnf38,1
171503,Camk1,69
171516,Akr1c3,26
171517,Gpc2,7
171518,Cyp2c22,1
171519,Calcb,1
171521,Cyp2c13,2
171522,Cyp2d4,41
171525,Polk,12
171528,Gzmb,39
171529,Kif2c,33
171547,Crispld2,80
171548,Dkk3,8
171549,Klc3,11
171551,Cxcl3,49
171552,Prpf18,30
171553,A3galt2,4
171554,Cdhr5,4
171556,Prl5a1,19
171562,Ero1a,33
171563,Nav2,73
171564,Pbld1,1
171565,Stambp,4
171566,Nme7,21
171569,Spon2,7
171571,Grip2,37
171572,Ttl,1
171573,Sslp1l1,2
171574,Dnm3,86
171575,Dnase2,2
171576,Bub1b,49
171577,Epcam,31
171581,Rhov,2
191568,Naip6,11
191569,Pde9a,57
191570,Serpina12,9
191571,Fat3,1
191572,Ahnak,6
191573,Grin3a,40
191574,Akr1c14,11
191575,Nme1,202
191576,Tecr,111
191595,Syt12,3
192107,Prss8,8
192109,Pou3f3,36
192110,Pou3f1,19
192117,Syngap1,111
192126,Dab2ip,17
192129,Vmp1,20
192147,Polr2m,6
192152,Tgoln2,148
192153,Gpr26,68
192154,Hip1,9
192155,Sftpb,21
192172,Mpst,8
192177,Unc13d,17
192178,Tnrc6b,8
192179,Gpm6b,1
192181,Podxl,34
192183,Nectin1,18
192189,Syt17,14
192203,Fap,9
192204,Ehd4,27
192205,Prok1,4
192206,Prok2,9
192208,Slc38a5,2
192209,Spdya,7
192211,Prom2,2
192213,Rasgrf1,25
192215,Slc9a5,3
192218,Kat5,133
192223,Opn4,6
192224,Prl2b1,17
192225,Spata7,10
192226,Cand2,2
192227,Ptgr1,4
192228,Haus1,5
192229,Cep19,3
192234,Eif2b5,99
192235,Hyou1,22
192239,Svs3a,1
192241,Atp5po,95
192243,Golgb1,44
192245,Hspb6,16
192246,Phf5a,41
192247,Sez6,12
192248,Cdh13,101
192249,Ehd3,14
192252,Dctpp1,111
192253,Myo16,35
192254,Tamalin,16
192255,Ubb,57
192256,Pja2,6
192257,Ces2e,16
192258,Gabrr3,6
192259,Plb1,10
192260,Cdipt,1
192262,C1s,2
192264,Rnase3,15
192267,Obp1f,1
192268,Gls2,69
192269,Sub1,58
192270,Plpp3,6
192271,Adam6,10
192272,Acot2,53
192273,Slc22a25,3
192274,Foxe1,7
192275,Dad1,8
192276,Coro7,4
192277,Stip1,77
192280,Ppp1r3b,8
192281,Oas1a,14
192348,Fnbp1,11
192349,Caly,3
192350,Cdk12,14
192351,Fbxo6,84
192352,Ss18l1,49
192356,Unc50,1
192357,Gmpr2,58
192360,Eml2,4
192361,Ppp1r2,3
192362,Lamc2,80
192363,Nos1ap,15
192645,Wbp2,4
192646,Mtnr1b,6
192647,Mfn1,33
192648,Prokr1,9
192649,Prokr2,7
192675,Bsnd,5
201097,H1f4,108
207113,Tex101,11
207117,Dnah8,46
207118,Bod1l1,5
207119,Rin1,2
207120,Nudt6,1
207122,Pkn2,11
207123,Phaf1,1
207126,Muc13,5
24152,Asip,20
24153,A2m,252
24157,Acaa1a,124
24158,Acadm,65
24159,Acly,195
24161,Acp1,52
24162,Acp2,32
24163,Acr,61
24165,Ada,66
24166,Adcyap1,101
24167,Adcyap1r1,116
24170,Add1,197
24171,Add2,174
24172,Adh1c,30
24173,Adra1b,115
24174,Adra2b,14
24175,Adra2c,19
24176,Adrb2,261
24177,Afp,88
24179,Agt,353
24180,Agtr1a,326
24182,Agtr2,105
24183,Ak1,42
24184,Ak2,8
24185,Akt1,615
24186,Alb,194
24188,Aldh1a1,45
24189,Aldoa,177
24190,Aldob,49
24191,Aldoc,158
24192,Akr1b1,22
24197,Alpi,8
24203,Amy1,7
24205,Apc,280
24206,Apeh,146
24207,Apoc3,241
24208,Ar,290
24209,Ascl2,58
24210,Asgr1,14
24211,Atp1a1,446
24212,Atp1a2,122
24213,Atp1a3,137
24214,Atp1b2,23
24215,Atp2b2,137
24216,Atp4a,10
24217,Atp4b,1
24218,Atp7b,15
24221,Avp,126
24223,B2m,122
24224,Bcl2,310
24225,Bdnf,399
24230,Tspo,18
24231,C2,32
24232,C3,225
24233,C4a,42
24235,C4bpa,36
24236,C4bpb,11
24237,C6,26
24239,Cacna1c,105
24240,Cad,15
24241,Calca,170
24242,Calm1,190
24244,Calm3,148
24245,Camk2b,148
24246,Camk2d,221
24247,Casr,54
24248,Cat,282
24249,S100g,27
24250,Cbs,235
24251,Cd53,13
24252,Cebpa,233
24253,Cebpb,259
24254,Cel,2
24255,Cftr,91
24256,Psg19,3
24257,Cgm4,3
24258,Chga,15
24259,Chgb,4
24260,Chrm3,78
24261,Chrnb1,26
24264,Ckb,100
24265,Ckm,74
24267,Comt,157
24268,Cp,135
24269,Cpa1,14
24271,Cpb1,21
24273,Cryaa,22
24274,Cryg@,6
24277,Crygc,63
24278,Crygd,7
24279,Cryge,6
24283,Prl3b1,18
24284,Csn1s1,4
24291,Ctrb1,3
24294,Cyp11b2,17
24296,Cyp1a1,95
24297,Cyp1a2,41
24298,Cyp21a1,18
24299,Cyp2a3,17
24300,Cyp2b1,28
24303,Cyp2d3,5
24306,Cyp4a2,5
24307,Cyp4b1,3
24309,Dbp,55
24310,Ace,207
24311,Ddc,22
24312,Dhfr,26
24314,Nqo1,76
24315,Prl8a2,71
24316,Drd1,166
24318,Drd2,316
24323,Edn1,225
24324,Edn2,10
24326,Ednra,38
24329,Egfr,363
24330,Egr1,210
24331,Cela1,24
24332,Cela2a,3
24333,Eno1,232
24334,Eno2,68
24335,Epo,81
24336,Epor,14
24337,Erbb2,173
24338,Ephb1,84
24346,Ces1c,15
24356,Ets1,65
24360,Fabp1,98
24361,Fancc,16
24362,Fbp1,314
24366,Fgb,222
24367,Fgg,106
24368,Fh,88
24370,Foxg1,53
24373,Fst,72
24375,Fuca1,14
24377,G6pd,252
24379,Gad1,110
24380,Gad2,49
24382,Ganc,18
24383,Gapdh,443
24384,Gc,102
24385,Gck,72
24387,Gfap,244
24388,Gfi1,6
24390,B4galt1,14
24391,Gh1,86
24392,Gja1,289
24397,Glra2,5
24398,Gls,72
24399,Glud1,110
24400,Gnb1,192
24401,Got1,61
24404,Gpx1,71
24406,Grik4,11
24407,Grik5,48
24408,Grin1,204
24409,Grin2a,217
24410,Grin2b,246
24411,Grin2c,31
24412,Grin2d,26
24413,Nr3c1,365
24414,Grm1,118
24415,Grm2,57
24416,Grm3,51
24417,Grm4,31
24418,Grm5,127
24419,Grm6,62
24420,Gspt1,4
24421,Gsta1,59
24422,Gsta2,67
24423,Gstm1,124
24424,Gstm2,98
24426,Gstp1,284
24434,Gusb,81
24437,H1f0,25
24438,H1f6,56
24439,Hagh,18
24440,Hbb,50
24443,Hdc,2
24446,Hgf,105
24448,Hrh1,15
24450,Hmgcs2,31
24451,Hmox1,272
24457,Hoxb8,21
24459,Hoxc4,31
24460,Hoxc8,19
24464,Hp,110
24465,Hprt1,128
24468,Hspa8,336
24470,Hsd3b5,15
24471,Hspb1,295
24472,Hspa1a,306
24473,Htr1a,111
24476,Iapp,23
24477,Ibsp,153
24479,Idh1,155
24481,Ifnb1,81
24482,Igf1,359
24483,Igf2,60
24484,Igfbp3,34
24485,Igh@,1
24493,Il1a,90
24494,Il1b,468
24495,Il3,72
24497,Il5,67
24498,Il6,488
24499,Il6r,49
24500,Il9r,68
24503,Ina,133
24504,Inha,8
24505,Ins1,133
24506,Ins2,87
24508,Irf1,78
24511,Itgb1,425
24513,Ivd,5
24514,Jak2,204
24516,Jun,281
24517,Junb,41
24518,Jund,70
24520,Kcna1,44
24521,Kcnj1,25
24522,Zfp354a,37
24523,Klk1,93
24525,Kras,184
24528,Lalba,1
24530,Lcat,15
24533,Ldha,271
24534,Ldhb,218
24536,Lepr,215
24538,Lipc,106
24539,Lpl,35
24546,Slco2a1,1
24547,Mbp,148
24548,Mbl1,8
24551,Mdh1,62
24552,Me1,32
24553,Met,118
24555,Mlvi2,7
24558,Mog,14
24559,Mos,20
24560,Cd200,7
24564,Mpz,16
24565,Abcc1,32
24566,Mst1,20
24567,Mt1,66
24568,Mt1-ps1,2
24569,Mt1-ps2,4
245709,Exoc8,22
24571,Muc1,113
24572,Muc2,36
24575,Mx1,14
24577,Myc,316
24581,Mycs,56
24582,Myh11,74
24583,Myh3,23
24584,Myl11,7
24585,Myl3,13
24586,Ncam1,243
24587,Nefh,103
24588,Nefm,122
24590,Mme,68
245903,Magi3,57
24591,Neu1,7
245917,Sycn,1
245918,Cgref1,1
245919,Impg2,93
24592,Nf1,57
245920,Cxcl10,175
245921,Acvr1c,27
245922,Nup58,15
245924,Scaf4,3
245925,Phrf1,3
245926,Scaf8,3
24594,Klk1b3,30
245953,Tmem37,8
245955,Lgals3bp,198
245956,Scn3b,21
245957,Ddx46,52
245958,Atp5f1e,20
245959,Slc25a3,23
24596,Ngfr,155
245960,Alg10,4
245961,Dmgdh,18
245962,Cd48,24
245963,Egfl7,50
245965,Atp5f1d,25
245966,Tmem150a,2
245976,Xab2,95
245977,Adgrf5,1
245978,Cklf,1
245979,Lmo1,6
24598,Nos1,353
245980,Nr2f6,3
245981,Rpl15,102
245983,Il11ra1,6
24599,Nos2,306
24600,Nos3,254
24602,Nppa,212
24603,Npr1,121
24604,Npy,123
246042,Nifk,53
246043,Klrh1,1
246046,Lmbrd1,2
246047,Calcoco1,21
24605,Nras,73
246060,Cdkn1c,95
246073,Foxi2,8
246074,Scd,102
246075,Prlhr,25
24609,Odc1,69
246097,Fas,173
24610,Odf1,5
24611,Gnal,68
246115,Plpp2,2
246116,Ptpn4,11
246118,Tubb3,252
24612,Omp,14
24613,Oprd1,49
246138,Ly6i,1
24614,Orm1,139
246142,Bmf,32
246143,Nradd,3
246144,Il3ra,2
246145,Pbp2,1
246146,Hspbp1,9
246147,Ctsq,2
246149,Gbx1,3
24615,S100a4,110
246150,Akap9,73
246153,Kcnc2,22
24617,Serpine1,289
246172,Nexn,3
24618,Reg3b,12
246186,Fgl1,16
246187,Slc7a6os,78
24620,Reg3g,5
246209,Kif27,20
246211,Hsd3b7,3
246212,Sipa1l1,57
246215,Tpcn1,4
246216,Prpf19,117
246217,Ngef,4
246219,Tas2r126,21
246232,Uxs1,1
246233,Macrod1,23
246234,Slc34a3,6
246235,Slc36a2,3
246237,Plekha5,2
246238,Bpifa1,32
246239,Slc15a3,3
24624,Pccb,3
246240,Ripk3,50
246244,Tax1bp1,60
246245,Fmo2,1
246246,Pnpla7,1
246247,Fmo4,2
246248,Fmo5,8
246249,Arhgap4,19
246250,Retn,48
246252,Ces2a,17
246253,Adipoq,133
246254,Gpsm1,13
246255,Ppp2r2d,11
246258,Slc45a1,1
24626,Pde4b,133
246263,Acsm2,11
246264,Zfp382,1
246268,Oas1b,3
24627,Pde4d,80
246271,Fev,2
246272,Cant1,78
246273,Trib3,15
246274,Faim2,13
24628,Pdgfb,136
246280,Slc15a4,3
246281,Asmt,2
246282,Zfp91,1
246284,Atrx,79
24629,Pdgfrb,185
246294,Optn,103
246297,Myocd,57
246299,Gtf3a,26
246302,Pcyox1,24
246303,Serbp1,5
246304,Cep350,6
24631,Rhox5,1
246310,Arfgap1,98
246311,Pdp2,12
246314,Tor1aip1,19
246324,Rab31,44
246325,Kcnh8,23
246326,Zdhhc2,26
246327,Prim1,4
246328,Serpina4,111
246331,Nrp1,95
246332,Uhmk1,4
246333,Pcsk1n,2
246334,Tp63,53
246358,Ppbp,7
24638,Pfkfb1,61
24640,Pfkfb2,64
24641,Flg,125
24642,Pgam1,130
24644,Pgk1,127
24645,Pgm1,40
24646,Abcb1b,87
24648,Serpina1,123
24649,Pim1,24
24650,Pkd1,132
24651,Pklr,80
24653,Pla2g4a,57
24654,Plcb1,34
